"X","Store","Date","Temperature","Fuel_Price","MarkDown1","MarkDown2","MarkDown3","MarkDown4","MarkDown5","CPI","Unemployment","IsHoliday.x","Dept","Weekly_Sales","IsHoliday.y","Week","Year","Month","Type","Size"
39315,12,"7/20/2012",85.53,3.726,5799,59.68,37.56,5292.33,3376.66,130.7012903,10.926,FALSE,1,11534.32,FALSE,29,2012,7,"B",112238
39392,12,"7/27/2012",93.47,3.769,8217.72,41.28,2.31,9211.05,5507.68,130.7195806,10.926,FALSE,1,11633.87,FALSE,30,2012,7,"B",112238
39459,12,"8/3/2012",88.16,3.76,41059.39,69.7,45.73,22802.96,2743.18,130.737871,10.926,FALSE,1,13184.73,FALSE,31,2012,8,"B",112238
39526,12,"8/10/2012",95.91,3.811,10844.78,79.4,38.62,6513.42,2756.59,130.7561613,10.926,FALSE,1,11855.52,FALSE,32,2012,8,"B",112238
39587,12,"8/17/2012",94.87,4.002,7487.95,25.5,6.6,5107.54,4876.34,130.7909677,10.926,FALSE,1,11657.21,FALSE,33,2012,8,"B",112238
39688,12,"8/24/2012",85.32,4.055,10712.3,86.08,70,7981.57,3515.91,130.8381613,10.926,FALSE,1,12074.69,FALSE,34,2012,8,"B",112238
39725,12,"8/31/2012",89.78,4.093,30055.26,13.2,116.87,11860.18,3746.24,130.8853548,10.926,FALSE,1,12377.76,FALSE,35,2012,8,"B",112238
39793,12,"9/7/2012",88.52,4.124,17640.02,84,46.18,3202.21,2634.17,130.9325484,10.926,TRUE,1,14482.94,TRUE,36,2012,9,"B",112238
39854,12,"9/14/2012",83.64,4.133,6928.05,NA,19.56,863.95,5776.08,130.9776667,10.926,FALSE,1,13305.6,FALSE,37,2012,9,"B",112238
39949,12,"9/21/2012",82.97,4.125,11918.13,156.82,388.52,3290.61,7953.53,131.0103333,10.926,FALSE,1,13090.69,FALSE,38,2012,9,"B",112238
39990,12,"9/28/2012",81.22,3.966,3068.35,27.82,0.22,1307.43,3605.14,131.043,10.926,FALSE,1,14074.26,FALSE,39,2012,9,"B",112238
40077,12,"10/5/2012",81.61,3.966,8953.66,NA,44.83,7731.09,3269.62,131.0756667,10.199,FALSE,1,16263.81,FALSE,40,2012,10,"B",112238
40127,12,"10/12/2012",71.74,4.468,1986.92,NA,16.75,910.5,4225.2,131.1083333,10.199,FALSE,1,18127.42,FALSE,41,2012,10,"B",112238
40196,12,"10/19/2012",68.66,4.449,1810.87,NA,8.48,640.64,2250.86,131.1499677,10.199,FALSE,1,19839.67,FALSE,42,2012,10,"B",112238
40278,12,"10/26/2012",65.95,4.301,13749.1,104.54,56,2402.63,4813.93,131.1930968,10.199,FALSE,1,25883.95,FALSE,43,2012,10,"B",112238
40327,13,"2/5/2010",31.53,2.666,NA,NA,NA,NA,NA,126.4420645,8.316,FALSE,1,46761.9,FALSE,6,2010,2,"A",219622
40473,13,"2/12/2010",33.16,2.671,NA,NA,NA,NA,NA,126.4962581,8.316,TRUE,1,78415.94,TRUE,7,2010,2,"A",219622
40546,13,"2/19/2010",35.7,2.654,NA,NA,NA,NA,NA,126.5262857,8.316,FALSE,1,44042.19,FALSE,8,2010,2,"A",219622
40614,13,"2/26/2010",29.98,2.667,NA,NA,NA,NA,NA,126.5522857,8.316,FALSE,1,31574.04,FALSE,9,2010,2,"A",219622
40689,13,"3/5/2010",40.65,2.681,NA,NA,NA,NA,NA,126.5782857,8.316,FALSE,1,34505.07,FALSE,10,2010,3,"A",219622
40751,13,"3/12/2010",37.62,2.733,NA,NA,NA,NA,NA,126.6042857,8.316,FALSE,1,41709.47,FALSE,11,2010,3,"A",219622
40847,13,"3/19/2010",42.49,2.782,NA,NA,NA,NA,NA,126.6066452,8.316,FALSE,1,49711.13,FALSE,12,2010,3,"A",219622
40881,13,"3/26/2010",41.48,2.819,NA,NA,NA,NA,NA,126.6050645,8.316,FALSE,1,60176.08,FALSE,13,2010,3,"A",219622
40992,13,"4/2/2010",42.15,2.842,NA,NA,NA,NA,NA,126.6034839,8.107,FALSE,1,139870.9,FALSE,14,2010,4,"A",219622
41063,13,"4/9/2010",38.97,2.877,NA,NA,NA,NA,NA,126.6019032,8.107,FALSE,1,70174.14,FALSE,15,2010,4,"A",219622
41131,13,"4/16/2010",50.39,2.915,NA,NA,NA,NA,NA,126.5621,8.107,FALSE,1,26122.8,FALSE,16,2010,4,"A",219622
41190,13,"4/23/2010",55.66,2.936,NA,NA,NA,NA,NA,126.4713333,8.107,FALSE,1,27434.49,FALSE,17,2010,4,"A",219622
41286,13,"4/30/2010",48.33,2.941,NA,NA,NA,NA,NA,126.3805667,8.107,FALSE,1,27969.13,FALSE,18,2010,4,"A",219622
41363,13,"5/7/2010",44.42,2.948,NA,NA,NA,NA,NA,126.2898,8.107,FALSE,1,33966.45,FALSE,19,2010,5,"A",219622
41432,13,"5/14/2010",50.15,2.962,NA,NA,NA,NA,NA,126.2085484,8.107,FALSE,1,33501.17,FALSE,20,2010,5,"A",219622
41503,13,"5/21/2010",57.71,2.95,NA,NA,NA,NA,NA,126.1843871,8.107,FALSE,1,32667.51,FALSE,21,2010,5,"A",219622
41572,13,"5/28/2010",53.11,2.908,NA,NA,NA,NA,NA,126.1602258,8.107,FALSE,1,35332.42,FALSE,22,2010,5,"A",219622
41640,13,"6/4/2010",59.85,2.871,NA,NA,NA,NA,NA,126.1360645,8.107,FALSE,1,33383.09,FALSE,23,2010,6,"A",219622
41701,13,"6/11/2010",65.24,2.841,NA,NA,NA,NA,NA,126.1119032,8.107,FALSE,1,31900.4,FALSE,24,2010,6,"A",219622
41783,13,"6/18/2010",58.41,2.819,NA,NA,NA,NA,NA,126.114,8.107,FALSE,1,34803.25,FALSE,25,2010,6,"A",219622
41863,13,"6/25/2010",71.83,2.82,NA,NA,NA,NA,NA,126.1266,8.107,FALSE,1,34353.35,FALSE,26,2010,6,"A",219622
41906,13,"7/2/2010",78.82,2.814,NA,NA,NA,NA,NA,126.1392,7.951,FALSE,1,33967.55,FALSE,27,2010,7,"A",219622
41990,13,"7/9/2010",71.33,2.802,NA,NA,NA,NA,NA,126.1518,7.951,FALSE,1,30286.11,FALSE,28,2010,7,"A",219622
42030,13,"7/16/2010",77.79,2.791,NA,NA,NA,NA,NA,126.1498065,7.951,FALSE,1,32113.02,FALSE,29,2010,7,"A",219622
42146,13,"7/23/2010",82.27,2.797,NA,NA,NA,NA,NA,126.1283548,7.951,FALSE,1,32222.95,FALSE,30,2010,7,"A",219622
42189,13,"7/30/2010",78.94,2.797,NA,NA,NA,NA,NA,126.1069032,7.951,FALSE,1,30914.46,FALSE,31,2010,7,"A",219622
42277,13,"8/6/2010",81.24,2.802,NA,NA,NA,NA,NA,126.0854516,7.951,FALSE,1,32420.69,FALSE,32,2010,8,"A",219622
42355,13,"8/13/2010",74.93,2.837,NA,NA,NA,NA,NA,126.064,7.951,FALSE,1,30902.78,FALSE,33,2010,8,"A",219622
42436,13,"8/20/2010",76.34,2.85,NA,NA,NA,NA,NA,126.0766452,7.951,FALSE,1,31722.59,FALSE,34,2010,8,"A",219622
42505,13,"8/27/2010",75.31,2.854,NA,NA,NA,NA,NA,126.0892903,7.951,FALSE,1,28174.19,FALSE,35,2010,8,"A",219622
42610,13,"9/3/2010",65.71,2.868,NA,NA,NA,NA,NA,126.1019355,7.951,FALSE,1,32063.75,FALSE,36,2010,9,"A",219622
42655,13,"9/10/2010",65.74,2.87,NA,NA,NA,NA,NA,126.1145806,7.951,TRUE,1,30657.22,TRUE,37,2010,9,"A",219622
42728,13,"9/17/2010",66.84,2.875,NA,NA,NA,NA,NA,126.1454667,7.951,FALSE,1,32888.13,FALSE,38,2010,9,"A",219622
42809,13,"9/24/2010",68.22,2.872,NA,NA,NA,NA,NA,126.1900333,7.951,FALSE,1,33432.69,FALSE,39,2010,9,"A",219622
42886,13,"10/1/2010",68.74,2.853,NA,NA,NA,NA,NA,126.2346,7.795,FALSE,1,35901.04,FALSE,40,2010,10,"A",219622
42945,13,"10/8/2010",63.03,2.841,NA,NA,NA,NA,NA,126.2791667,7.795,FALSE,1,45331.16,FALSE,41,2010,10,"A",219622
43012,13,"10/15/2010",54.12,2.845,NA,NA,NA,NA,NA,126.3266774,7.795,FALSE,1,52586.78,FALSE,42,2010,10,"A",219622
43107,13,"10/22/2010",56.89,2.849,NA,NA,NA,NA,NA,126.3815484,7.795,FALSE,1,61630.44,FALSE,43,2010,10,"A",219622
43182,13,"10/29/2010",45.12,2.841,NA,NA,NA,NA,NA,126.4364194,7.795,FALSE,1,104366.18,FALSE,44,2010,10,"A",219622
43264,13,"11/5/2010",49.96,2.831,NA,NA,NA,NA,NA,126.4912903,7.795,FALSE,1,54108.64,FALSE,45,2010,11,"A",219622
43332,13,"11/12/2010",42.55,2.831,NA,NA,NA,NA,NA,126.5461613,7.795,FALSE,1,26954.17,FALSE,46,2010,11,"A",219622
43374,13,"11/19/2010",42,2.842,NA,NA,NA,NA,NA,126.6072,7.795,FALSE,1,31229.77,FALSE,47,2010,11,"A",219622
43449,13,"11/26/2010",28.22,2.83,NA,NA,NA,NA,NA,126.6692667,7.795,TRUE,1,35922.66,TRUE,48,2010,11,"A",219622
43489,13,"12/3/2010",25.8,2.812,NA,NA,NA,NA,NA,126.7313333,7.795,FALSE,1,47101.26,FALSE,49,2010,12,"A",219622
43599,13,"12/10/2010",36.78,2.817,NA,NA,NA,NA,NA,126.7934,7.795,FALSE,1,75567.02,FALSE,50,2010,12,"A",219622
43666,13,"12/17/2010",35.21,2.842,NA,NA,NA,NA,NA,126.8794839,7.795,FALSE,1,126194.22,FALSE,51,2010,12,"A",219622
43749,13,"12/24/2010",34.9,2.846,NA,NA,NA,NA,NA,126.9835806,7.795,FALSE,1,172225.55,FALSE,52,2010,12,"A",219622
43835,13,"12/31/2010",26.79,2.868,NA,NA,NA,NA,NA,127.0876774,7.795,TRUE,1,27750.72,TRUE,53,2010,12,"A",219622
43922,13,"1/7/2011",16.94,2.891,NA,NA,NA,NA,NA,127.1917742,7.47,FALSE,1,24627.06,FALSE,2,2011,1,"A",219622
43994,13,"1/14/2011",20.6,2.903,NA,NA,NA,NA,NA,127.3009355,7.47,FALSE,1,27800.12,FALSE,3,2011,1,"A",219622
44062,13,"1/21/2011",34.8,2.934,NA,NA,NA,NA,NA,127.4404839,7.47,FALSE,1,34012.89,FALSE,4,2011,1,"A",219622
44111,13,"1/28/2011",31.64,2.96,NA,NA,NA,NA,NA,127.5800323,7.47,FALSE,1,33986.89,FALSE,5,2011,1,"A",219622
44178,13,"2/4/2011",23.35,2.974,NA,NA,NA,NA,NA,127.7195806,7.47,FALSE,1,41444.71,FALSE,6,2011,2,"A",219622
44253,13,"2/11/2011",30.83,3.034,NA,NA,NA,NA,NA,127.859129,7.47,TRUE,1,65023.56,TRUE,7,2011,2,"A",219622
44338,13,"2/18/2011",40.85,3.062,NA,NA,NA,NA,NA,127.99525,7.47,FALSE,1,73946.67,FALSE,8,2011,2,"A",219622
44384,13,"2/25/2011",33.17,3.12,NA,NA,NA,NA,NA,128.13,7.47,FALSE,1,29638.91,FALSE,9,2011,2,"A",219622
44474,13,"3/4/2011",34.23,3.23,NA,NA,NA,NA,NA,128.26475,7.47,FALSE,1,29354.57,FALSE,10,2011,3,"A",219622
44519,13,"3/11/2011",41.28,3.346,NA,NA,NA,NA,NA,128.3995,7.47,FALSE,1,35904.82,FALSE,11,2011,3,"A",219622
44602,13,"3/18/2011",44.69,3.407,NA,NA,NA,NA,NA,128.5121935,7.47,FALSE,1,38123.39,FALSE,12,2011,3,"A",219622
44680,13,"3/25/2011",42.38,3.435,NA,NA,NA,NA,NA,128.6160645,7.47,FALSE,1,42999.2,FALSE,13,2011,3,"A",219622
44794,13,"4/1/2011",42.49,3.487,NA,NA,NA,NA,NA,128.7199355,7.193,FALSE,1,47277.1,FALSE,14,2011,4,"A",219622
44867,13,"4/8/2011",42.75,3.547,NA,NA,NA,NA,NA,128.8238065,7.193,FALSE,1,51889.98,FALSE,15,2011,4,"A",219622
44930,13,"4/15/2011",41.72,3.616,NA,NA,NA,NA,NA,128.9107333,7.193,FALSE,1,67188.78,FALSE,16,2011,4,"A",219622
45024,13,"4/22/2011",47.55,3.655,NA,NA,NA,NA,NA,128.9553,7.193,FALSE,1,154137.88,FALSE,17,2011,4,"A",219622
45101,13,"4/29/2011",43.85,3.683,NA,NA,NA,NA,NA,128.9998667,7.193,FALSE,1,98796.32,FALSE,18,2011,4,"A",219622
45176,13,"5/6/2011",47.75,3.744,NA,NA,NA,NA,NA,129.0444333,7.193,FALSE,1,34808.33,FALSE,19,2011,5,"A",219622
45247,13,"5/13/2011",52.4,3.77,NA,NA,NA,NA,NA,129.089,7.193,FALSE,1,34290.58,FALSE,20,2011,5,"A",219622
45314,13,"5/20/2011",52.12,3.802,NA,NA,NA,NA,NA,129.0756774,7.193,FALSE,1,30197.78,FALSE,21,2011,5,"A",219622
45370,13,"5/27/2011",54.62,3.778,NA,NA,NA,NA,NA,129.0623548,7.193,FALSE,1,32804.05,FALSE,22,2011,5,"A",219622
45463,13,"6/3/2011",52.76,3.752,NA,NA,NA,NA,NA,129.0490323,7.193,FALSE,1,34382.8,FALSE,23,2011,6,"A",219622
45518,13,"6/10/2011",61.39,3.732,NA,NA,NA,NA,NA,129.0357097,7.193,FALSE,1,33027.24,FALSE,24,2011,6,"A",219622
45586,13,"6/17/2011",63.35,3.704,NA,NA,NA,NA,NA,129.0432,7.193,FALSE,1,36957.28,FALSE,25,2011,6,"A",219622
45678,13,"6/24/2011",66.38,3.668,NA,NA,NA,NA,NA,129.0663,7.193,FALSE,1,36790.58,FALSE,26,2011,6,"A",219622
45750,13,"7/1/2011",74.29,3.613,NA,NA,NA,NA,NA,129.0894,6.877,FALSE,1,36567.58,FALSE,27,2011,7,"A",219622
45799,13,"7/8/2011",77.3,3.563,NA,NA,NA,NA,NA,129.1125,6.877,FALSE,1,34561.05,FALSE,28,2011,7,"A",219622
45880,13,"7/15/2011",75.59,3.553,NA,NA,NA,NA,NA,129.1338387,6.877,FALSE,1,35554.31,FALSE,29,2011,7,"A",219622
45953,13,"7/22/2011",78.5,3.563,NA,NA,NA,NA,NA,129.1507742,6.877,FALSE,1,34344.61,FALSE,30,2011,7,"A",219622
46020,13,"7/29/2011",77.62,3.574,NA,NA,NA,NA,NA,129.1677097,6.877,FALSE,1,33173.63,FALSE,31,2011,7,"A",219622
46098,13,"8/5/2011",75.56,3.595,NA,NA,NA,NA,NA,129.1846452,6.877,FALSE,1,33360.48,FALSE,32,2011,8,"A",219622
46189,13,"8/12/2011",75.95,3.606,NA,NA,NA,NA,NA,129.2015806,6.877,FALSE,1,33909.31,FALSE,33,2011,8,"A",219622
46262,13,"8/19/2011",76.68,3.578,NA,NA,NA,NA,NA,129.2405806,6.877,FALSE,1,33532.53,FALSE,34,2011,8,"A",219622
46340,13,"8/26/2011",81.53,3.57,NA,NA,NA,NA,NA,129.2832581,6.877,FALSE,1,31450.65,FALSE,35,2011,8,"A",219622
46363,13,"9/2/2011",77,3.58,NA,NA,NA,NA,NA,129.3259355,6.877,FALSE,1,34118.01,FALSE,36,2011,9,"A",219622
46459,13,"9/9/2011",70.19,3.619,NA,NA,NA,NA,NA,129.3686129,6.877,TRUE,1,33124.95,TRUE,37,2011,9,"A",219622
46527,13,"9/16/2011",67.54,3.641,NA,NA,NA,NA,NA,129.4306,6.877,FALSE,1,35798.64,FALSE,38,2011,9,"A",219622
46591,13,"9/23/2011",63.6,3.648,NA,NA,NA,NA,NA,129.5183333,6.877,FALSE,1,36918.05,FALSE,39,2011,9,"A",219622
46673,13,"9/30/2011",68.28,3.623,NA,NA,NA,NA,NA,129.6060667,6.877,FALSE,1,36964.11,FALSE,40,2011,9,"A",219622
46745,13,"10/7/2011",60.62,3.592,NA,NA,NA,NA,NA,129.6938,6.392,FALSE,1,44538.63,FALSE,41,2011,10,"A",219622
46840,13,"10/14/2011",51.74,3.567,NA,NA,NA,NA,NA,129.7706452,6.392,FALSE,1,48179.54,FALSE,42,2011,10,"A",219622
46872,13,"10/21/2011",54.66,3.579,NA,NA,NA,NA,NA,129.7821613,6.392,FALSE,1,61474.31,FALSE,43,2011,10,"A",219622
46973,13,"10/28/2011",47.41,3.567,NA,NA,NA,NA,NA,129.7936774,6.392,FALSE,1,83303.04,FALSE,44,2011,10,"A",219622
47033,13,"11/4/2011",43.51,3.538,NA,NA,NA,NA,NA,129.8051935,6.392,FALSE,1,78658.38,FALSE,45,2011,11,"A",219622
47114,13,"11/11/2011",33.8,3.513,31400.97,30876.79,645.07,4407.38,7740.27,129.8167097,6.392,FALSE,1,29045.43,FALSE,46,2011,11,"A",219622
47209,13,"11/18/2011",40.65,3.489,11003.75,1090.92,89.88,1201.3,10231.67,129.8268333,6.392,FALSE,1,33948.41,FALSE,47,2011,11,"A",219622
47262,13,"11/25/2011",38.89,3.445,1282.42,548.1,109030.75,146.33,3557.67,129.8364,6.392,TRUE,1,36870.94,TRUE,48,2011,11,"A",219622
47352,13,"12/2/2011",33.94,3.389,7945.42,56,25126.9,5550.87,31844.2,129.8459667,6.392,FALSE,1,47471.94,FALSE,49,2011,12,"A",219622
47401,13,"12/9/2011",24.82,3.341,5924.71,56,577.59,1778.83,20371.02,129.8555333,6.392,FALSE,1,81644.24,FALSE,50,2011,12,"A",219622
47506,13,"12/16/2011",27.85,3.282,3272.56,556.15,959.55,424.43,5933.01,129.8980645,6.392,FALSE,1,123098.45,FALSE,51,2011,12,"A",219622
47542,13,"12/23/2011",24.76,3.186,686.24,193.26,2971.53,239.78,3567.03,129.9845484,6.392,FALSE,1,168450.26,FALSE,52,2011,12,"A",219622
47637,13,"12/30/2011",31.53,3.119,5970.81,89121.94,406.4,1772.02,3645,130.0710323,6.392,TRUE,1,51112.61,TRUE,53,2011,12,"A",219622
47703,13,"1/6/2012",33.8,3.08,6809.96,37106.52,179.77,1922.55,7481.58,130.1575161,6.104,FALSE,1,25196.62,FALSE,1,2012,1,"A",219622
47758,13,"1/13/2012",25.61,3.056,3627.07,14887.88,119.93,798.48,4668.82,130.244,6.104,FALSE,1,29045.65,FALSE,2,2012,1,"A",219622
47853,13,"1/20/2012",32.71,3.047,3150.56,6765.52,87.63,1196.17,3136.96,130.2792258,6.104,FALSE,1,32105.71,FALSE,3,2012,1,"A",219622
47909,13,"1/27/2012",34.32,3.058,3743,3744.31,108.46,253.99,3511.82,130.3144516,6.104,FALSE,1,34503.28,FALSE,4,2012,1,"A",219622
48018,13,"2/3/2012",31.39,3.077,53423.29,5822.12,282.08,57817.56,9654.23,130.3496774,6.104,FALSE,1,40584.76,FALSE,5,2012,2,"A",219622
48086,13,"2/10/2012",33.73,3.116,9264.48,8292.73,179.72,18849.21,9083.54,130.3849032,6.104,TRUE,1,57911.49,TRUE,6,2012,2,"A",219622
48152,13,"2/17/2012",36.57,3.119,21621.16,16497.47,25.52,13643.83,14660.97,130.4546207,6.104,FALSE,1,92776.14,FALSE,7,2012,2,"A",219622
48222,13,"2/24/2012",35.38,3.145,16404.54,12013.87,3.4,2584.12,5126.53,130.5502069,6.104,FALSE,1,34801.18,FALSE,8,2012,2,"A",219622
48319,13,"3/2/2012",32.36,3.242,25204.67,2436.75,167.88,16066.76,7289.69,130.6457931,6.104,FALSE,1,35447.56,FALSE,9,2012,3,"A",219622
48397,13,"3/9/2012",38.24,3.38,9173.97,339.05,9.44,1300.75,7479.12,130.7413793,6.104,FALSE,1,40317.99,FALSE,10,2012,3,"A",219622
48445,13,"3/16/2012",52.5,3.529,8901.34,637.7,3.85,6169.81,2446.53,130.8261935,6.104,FALSE,1,50586.96,FALSE,11,2012,3,"A",219622
48535,13,"3/23/2012",47.83,3.671,3489.61,75.36,2.52,827.19,3427.9,130.8966452,6.104,FALSE,1,53886.04,FALSE,12,2012,3,"A",219622
48600,13,"3/30/2012",53.2,3.734,10556.61,43.54,15.84,1116.83,8179.03,130.9670968,6.104,FALSE,1,75620.77,FALSE,13,2012,3,"A",219622
48670,13,"4/6/2012",48.85,3.793,9249.62,NA,59.94,3969.24,6016.86,131.0375484,5.965,FALSE,1,150715.44,FALSE,14,2012,4,"A",219622
48741,13,"4/13/2012",51.7,3.833,7419.44,19610.52,54.65,3021.51,3374.9,131.108,5.965,FALSE,1,92193.11,FALSE,15,2012,4,"A",219622
48820,13,"4/20/2012",50.24,3.845,22464.84,8216.22,70.45,1561.38,7307.24,131.1173333,5.965,FALSE,1,30200.67,FALSE,16,2012,4,"A",219622
48863,13,"4/27/2012",64.8,3.842,4626.7,0.11,67.16,104.18,3280.73,131.1266667,5.965,FALSE,1,30013.78,FALSE,17,2012,4,"A",219622
48959,13,"5/4/2012",54.41,3.831,15589.85,NA,337.47,7557.14,5025.28,131.136,5.965,FALSE,1,32032.4,FALSE,18,2012,5,"A",219622
49025,13,"5/11/2012",56.47,3.809,14566.92,86,60.34,6009.18,4224.91,131.1453333,5.965,FALSE,1,36686.32,FALSE,19,2012,5,"A",219622
49107,13,"5/18/2012",65.17,3.808,7623.14,NA,86.99,2583.46,3312.67,131.0983226,5.965,FALSE,1,35557.46,FALSE,20,2012,5,"A",219622
49191,13,"5/25/2012",62.39,3.801,7282.07,NA,416.15,1048.83,7293.87,131.0287742,5.965,FALSE,1,35936.78,FALSE,21,2012,5,"A",219622
49251,13,"6/1/2012",61.11,3.788,8868.86,123,37.87,3793.73,6276.31,130.9592258,5.965,FALSE,1,38500.4,FALSE,22,2012,6,"A",219622
49333,13,"6/8/2012",68.4,3.776,12461.96,406.6,254.19,1450.62,8952.93,130.8896774,5.965,FALSE,1,34815.15,FALSE,23,2012,6,"A",219622
49392,13,"6/15/2012",65.97,3.756,8819.8,416.5,0.22,3496.08,6331.52,130.8295333,5.965,FALSE,1,37895.69,FALSE,24,2012,6,"A",219622
49473,13,"6/22/2012",72.89,3.737,9298.46,565.14,1.79,4025.82,8626.51,130.7929,5.965,FALSE,1,37614.46,FALSE,25,2012,6,"A",219622
49532,13,"6/29/2012",82,3.681,4768.5,446.92,NA,743.34,4076.02,130.7562667,5.965,FALSE,1,37469.19,FALSE,26,2012,6,"A",219622
49588,13,"7/6/2012",79.23,3.63,14357.07,337.7,89.85,8820.75,5507.25,130.7196333,5.765,FALSE,1,38513.66,FALSE,27,2012,7,"A",219622
49670,13,"7/13/2012",83.68,3.595,6330.74,220.42,1.17,4033.74,4225.77,130.683,5.765,FALSE,1,35979.45,FALSE,28,2012,7,"A",219622
49727,13,"7/20/2012",75.69,3.556,6060.59,133.34,35.23,1518.75,6675.69,130.7012903,5.765,FALSE,1,38462.38,FALSE,29,2012,7,"A",219622
49814,13,"7/27/2012",80.42,3.537,6699.6,96.56,5.2,8723.87,6650.26,130.7195806,5.765,FALSE,1,34433.92,FALSE,30,2012,7,"A",219622
49862,13,"8/3/2012",81.99,3.512,48280.91,73.92,98.64,13485.99,7765.27,130.737871,5.765,FALSE,1,33797.06,FALSE,31,2012,8,"A",219622
49937,13,"8/10/2012",81.69,3.509,6249.06,70.38,51.09,3258.43,7070.04,130.7561613,5.765,FALSE,1,34885.32,FALSE,32,2012,8,"A",219622
50001,13,"8/17/2012",79.4,3.545,5063.08,6.76,40.96,2344.61,5594.85,130.7909677,5.765,FALSE,1,35524.12,FALSE,33,2012,8,"A",219622
50102,13,"8/24/2012",77.37,3.582,9360.8,71.92,179.51,8290.49,6291.99,130.8381613,5.765,FALSE,1,34554.33,FALSE,34,2012,8,"A",219622
50196,13,"8/31/2012",79.18,3.624,21327.53,50.44,88.44,9444.6,3872.19,130.8853548,5.765,FALSE,1,36004.03,FALSE,35,2012,8,"A",219622
50250,13,"9/7/2012",70.65,3.689,17452.15,18.74,69.23,4472.17,5180.78,130.9325484,5.765,TRUE,1,35489.42,TRUE,36,2012,9,"A",219622
50318,13,"9/14/2012",68.55,3.749,13208.43,NA,28.06,1300.16,10484.98,130.9776667,5.765,FALSE,1,37693.05,FALSE,37,2012,9,"A",219622
50399,13,"9/21/2012",67.96,3.821,10671.71,141.83,46,2465.37,12372.29,131.0103333,5.765,FALSE,1,37857.4,FALSE,38,2012,9,"A",219622
50467,13,"9/28/2012",64.8,3.821,5197.64,63.1,2.6,3022.73,9779.77,131.043,5.765,FALSE,1,36678.66,FALSE,39,2012,9,"A",219622
50552,13,"10/5/2012",61.79,3.815,6607.14,NA,50.6,3943.91,7700.91,131.0756667,5.621,FALSE,1,44180.86,FALSE,40,2012,10,"A",219622
50644,13,"10/12/2012",55.1,3.797,1927.15,NA,9.72,518.97,11269.24,131.1083333,5.621,FALSE,1,47496.96,FALSE,41,2012,10,"A",219622
50716,13,"10/19/2012",52.06,3.781,2753.9,NA,8.84,775.96,6978.9,131.1499677,5.621,FALSE,1,59197.86,FALSE,42,2012,10,"A",219622
50795,13,"10/26/2012",46.97,3.755,10192.49,364.57,150,1714.15,5563.92,131.1930968,5.621,FALSE,1,73165.41,FALSE,43,2012,10,"A",219622
50801,14,"2/5/2010",27.31,2.784,NA,NA,NA,NA,NA,181.8711898,8.992,FALSE,1,32842.31,FALSE,6,2010,2,"A",200898
50876,14,"2/12/2010",27.73,2.773,NA,NA,NA,NA,NA,181.982317,8.992,TRUE,1,39972.64,TRUE,7,2010,2,"A",200898
50964,14,"2/19/2010",31.27,2.745,NA,NA,NA,NA,NA,182.0347816,8.992,FALSE,1,35163.18,FALSE,8,2010,2,"A",200898
51024,14,"2/26/2010",34.89,2.754,NA,NA,NA,NA,NA,182.0774691,8.992,FALSE,1,21433.52,FALSE,9,2010,2,"A",200898
51102,14,"3/5/2010",37.13,2.777,NA,NA,NA,NA,NA,182.1201566,8.992,FALSE,1,26460.12,FALSE,10,2010,3,"A",200898
51162,14,"3/12/2010",45.8,2.818,NA,NA,NA,NA,NA,182.1628441,8.992,FALSE,1,32663.77,FALSE,11,2010,3,"A",200898
51248,14,"3/19/2010",48.79,2.844,NA,NA,NA,NA,NA,182.0779857,8.992,FALSE,1,38671.81,FALSE,12,2010,3,"A",200898
51320,14,"3/26/2010",54.36,2.854,NA,NA,NA,NA,NA,181.9718697,8.992,FALSE,1,52458.18,FALSE,13,2010,3,"A",200898
51374,14,"4/2/2010",47.74,2.85,NA,NA,NA,NA,NA,181.8657537,8.899,FALSE,1,148029.47,FALSE,14,2010,4,"A",200898
51454,14,"4/9/2010",65.45,2.869,NA,NA,NA,NA,NA,181.7596377,8.899,FALSE,1,74278.88,FALSE,15,2010,4,"A",200898
51548,14,"4/16/2010",54.28,2.899,NA,NA,NA,NA,NA,181.6924769,8.899,FALSE,1,19884.05,FALSE,16,2010,4,"A",200898
51594,14,"4/23/2010",53.47,2.902,NA,NA,NA,NA,NA,181.6772564,8.899,FALSE,1,17282.65,FALSE,17,2010,4,"A",200898
51663,14,"4/30/2010",53.15,2.921,NA,NA,NA,NA,NA,181.6620359,8.899,FALSE,1,16921.32,FALSE,18,2010,4,"A",200898
51775,14,"5/7/2010",70.75,2.966,NA,NA,NA,NA,NA,181.6468154,8.899,FALSE,1,19913.34,FALSE,19,2010,5,"A",200898
51820,14,"5/14/2010",54.26,2.982,NA,NA,NA,NA,NA,181.6612792,8.899,FALSE,1,18637.23,FALSE,20,2010,5,"A",200898
51913,14,"5/21/2010",62.62,2.958,NA,NA,NA,NA,NA,181.8538486,8.899,FALSE,1,19438.52,FALSE,21,2010,5,"A",200898
51967,14,"5/28/2010",69.27,2.899,NA,NA,NA,NA,NA,182.0464181,8.899,FALSE,1,19387.33,FALSE,22,2010,5,"A",200898
52033,14,"6/4/2010",75.93,2.847,NA,NA,NA,NA,NA,182.2389876,8.899,FALSE,1,19974.13,FALSE,23,2010,6,"A",200898
