"Store","Department","Year","Week","Sales","Type","Size"
25,1,2010,14,58125.23,"B",128107
26,1,2010,14,44783.32,"A",152513
27,1,2010,14,93213.63,"A",204184
28,1,2010,14,51102.17,"A",206302
29,1,2010,14,48921.67,"B",93638
30,1,2010,14,13723.71,"C",42988
31,1,2010,14,32735.4,"A",203750
32,1,2010,14,51765.22,"A",203007
33,1,2010,14,1403.55,"A",39690
34,1,2010,14,38240.42,"A",158114
35,1,2010,14,57393.62,"B",103681
36,1,2010,14,2194.08,"A",39910
37,1,2010,14,16181.4,"C",39910
38,1,2010,14,8501.85,"C",39690
39,1,2010,14,58728.61,"A",184109
40,1,2010,14,44018.34,"A",155083
41,1,2010,14,49917.32,"A",196321
42,1,2010,14,15799.22,"C",39690
43,1,2010,14,14411.74,"C",41062
44,1,2010,14,10124.62,"C",39910
45,1,2010,14,66437.66,"B",118221
1,1,2011,14,20398.09,"A",151315
2,1,2011,14,24591.68,"A",202307
3,1,2011,14,6389.96,"B",37392
4,1,2011,14,33809.56,"A",205863
5,1,2011,14,9287,"B",34875
6,1,2011,14,21313.31,"A",202505
7,1,2011,14,8263.41,"B",70713
8,1,2011,14,13644.98,"A",155078
9,1,2011,14,10393.72,"B",125833
10,1,2011,14,31697.55,"B",126512
11,1,2011,14,15288.07,"A",207499
12,1,2011,14,15145.09,"B",112238
13,1,2011,14,47277.1,"A",219622
14,1,2011,14,32014.12,"A",200898
15,1,2011,14,12379.08,"B",123737
16,1,2011,14,11205.38,"B",57197
17,1,2011,14,22376.56,"B",93188
18,1,2011,14,19429.11,"B",120653
19,1,2011,14,18559.78,"A",203819
20,1,2011,14,42700.12,"A",203742
21,1,2011,14,12625.9,"B",140167
22,1,2011,14,22672.56,"B",119557
23,1,2011,14,26797.13,"B",114533
24,1,2011,14,17314,"A",203819
25,1,2011,14,20034.94,"B",128107
26,1,2011,14,16474.46,"A",152513
27,1,2011,14,26636.46,"A",204184
28,1,2011,14,18247.31,"A",206302
29,1,2011,14,14103.24,"B",93638
30,1,2011,14,9804.55,"C",42988
31,1,2011,14,15107.04,"A",203750
32,1,2011,14,18743.61,"A",203007
33,1,2011,14,2226.21,"A",39690
34,1,2011,14,17573.84,"A",158114
35,1,2011,14,13887.83,"B",103681
36,1,2011,14,2064.56,"A",39910
37,1,2011,14,9711.35,"C",39910
38,1,2011,14,5839.51,"C",39690
39,1,2011,14,16379,"A",184109
40,1,2011,14,17347.34,"A",155083
41,1,2011,14,22674.33,"A",196321
42,1,2011,14,9304.03,"C",39690
43,1,2011,14,6218.97,"C",41062
44,1,2011,14,7479.43,"C",39910
45,1,2011,14,15734.83,"B",118221
1,1,2012,14,57592.12,"A",151315
2,1,2012,14,75970.97,"A",202307
3,1,2012,14,18969.05,"B",37392
4,1,2012,14,85839.78,"A",205863
5,1,2012,14,21004.49,"B",34875
6,1,2012,14,57337.73,"A",202505
7,1,2012,14,18774.68,"B",70713
8,1,2012,14,38908.35,"A",155078
9,1,2012,14,27993.33,"B",125833
10,1,2012,14,120131.35,"B",126512
11,1,2012,14,53724.82,"A",207499
12,1,2012,14,44717.36,"B",112238
13,1,2012,14,150715.44,"A",219622
14,1,2012,14,156677,"A",200898
15,1,2012,14,50479.15,"B",123737
16,1,2012,14,18765.53,"B",57197
17,1,2012,14,62220.91,"B",93188
18,1,2012,14,75087.56,"B",120653
19,1,2012,14,86840.87,"A",203819
20,1,2012,14,156234.28,"A",203742
21,1,2012,14,27876.08,"B",140167
22,1,2012,14,92020.12,"B",119557
23,1,2012,14,120877,"B",114533
24,1,2012,14,70441.97,"A",203819
25,1,2012,14,55915.73,"B",128107
26,1,2012,14,42803.96,"A",152513
27,1,2012,14,97095.89,"A",204184
28,1,2012,14,49766.09,"A",206302
29,1,2012,14,53381.6,"B",93638
30,1,2012,14,13811.17,"C",42988
31,1,2012,14,33221.13,"A",203750
32,1,2012,14,55168.13,"A",203007
33,1,2012,14,5141.65,"A",39690
34,1,2012,14,40367.83,"A",158114
35,1,2012,14,37430.48,"B",103681
36,1,2012,14,3922.93,"A",39910
37,1,2012,14,17336.02,"C",39910
38,1,2012,14,10987.11,"C",39690
39,1,2012,14,65523.35,"A",184109
40,1,2012,14,49727.89,"A",155083
41,1,2012,14,61029.75,"A",196321
42,1,2012,14,17119.9,"C",39690
43,1,2012,14,11008.34,"C",41062
44,1,2012,14,14409.46,"C",39910
45,1,2012,14,68621.57,"B",118221
1,1,2010,15,42960.91,"A",151315
2,1,2010,15,66560,"A",202307
3,1,2010,15,8316.05,"B",37392
4,1,2010,15,56416.66,"A",205863
5,1,2010,15,15310.29,"B",34875
6,1,2010,15,44695.23,"A",202505
7,1,2010,15,13658.16,"B",70713
8,1,2010,15,25305.29,"A",155078
9,1,2010,15,13421.94,"B",125833
10,1,2010,15,89207.79,"B",126512
11,1,2010,15,38869.15,"A",207499
12,1,2010,15,42083.31,"B",112238
13,1,2010,15,70174.14,"A",219622
14,1,2010,15,74278.88,"A",200898
15,1,2010,15,31548.24,"B",123737
16,1,2010,15,14037.66,"B",57197
17,1,2010,15,32836.67,"B",93188
18,1,2010,15,53624.2,"B",120653
19,1,2010,15,56709.98,"A",203819
20,1,2010,15,72907.28,"A",203742
21,1,2010,15,26713.86,"B",140167
22,1,2010,15,37028.52,"B",119557
23,1,2010,15,35152.11,"B",114533
24,1,2010,15,42921.78,"A",203819
25,1,2010,15,28852.78,"B",128107
26,1,2010,15,32979.09,"A",152513
27,1,2010,15,59242.38,"A",204184
28,1,2010,15,48220.34,"A",206302
29,1,2010,15,26949.49,"B",93638
30,1,2010,15,13070.12,"C",42988
31,1,2010,15,31830.41,"A",203750
32,1,2010,15,32873.37,"A",203007
33,1,2010,15,2192.39,"A",39690
34,1,2010,15,28757.99,"A",158114
35,1,2010,15,28909.17,"B",103681
36,1,2010,15,2375.91,"A",39910
37,1,2010,15,11873.31,"C",39910
38,1,2010,15,7413.1,"C",39690
39,1,2010,15,31410.11,"A",184109
40,1,2010,15,27537.15,"A",155083
41,1,2010,15,25093.86,"A",196321
42,1,2010,15,16035.28,"C",39690
43,1,2010,15,10019.06,"C",41062
44,1,2010,15,5981.69,"C",39910
45,1,2010,15,42591.72,"B",118221
1,1,2011,15,23873.79,"A",151315
2,1,2011,15,28223.45,"A",202307
3,1,2011,15,6885.58,"B",37392
4,1,2011,15,36416.8,"A",205863
5,1,2011,15,9381.66,"B",34875
6,1,2011,15,23306.19,"A",202505
7,1,2011,15,8459.93,"B",70713
8,1,2011,15,15975.88,"A",155078
9,1,2011,15,11515.04,"B",125833
10,1,2011,15,39469.63,"B",126512
11,1,2011,15,17854.38,"A",207499
12,1,2011,15,15928.24,"B",112238
13,1,2011,15,51889.98,"A",219622
14,1,2011,15,41257.36,"A",200898
15,1,2011,15,15783.57,"B",123737
16,1,2011,15,11824.84,"B",57197
17,1,2011,15,23656.84,"B",93188
18,1,2011,15,27085.77,"B",120653
19,1,2011,15,25929.3,"A",203819
20,1,2011,15,55117.78,"A",203742
21,1,2011,15,13939.33,"B",140167
22,1,2011,15,28766.08,"B",119557
23,1,2011,15,37220.41,"B",114533
24,1,2011,15,21035.33,"A",203819
25,1,2011,15,23107.47,"B",128107
26,1,2011,15,19892.67,"A",152513
27,1,2011,15,33828.82,"A",204184
28,1,2011,15,21208.95,"A",206302
29,1,2011,15,17635.63,"B",93638
30,1,2011,15,9913.45,"C",42988
31,1,2011,15,17554.47,"A",203750
32,1,2011,15,21832.12,"A",203007
33,1,2011,15,2870.68,"A",39690
34,1,2011,15,17849.52,"A",158114
35,1,2011,15,16731.93,"B",103681
36,1,2011,15,2490.91,"A",39910
37,1,2011,15,10600.27,"C",39910
38,1,2011,15,7262.03,"C",39690
39,1,2011,15,18917.35,"A",184109
40,1,2011,15,21474.02,"A",155083
41,1,2011,15,24691.11,"A",196321
42,1,2011,15,11763.04,"C",39690
43,1,2011,15,6780.43,"C",41062
44,1,2011,15,8680.11,"C",39910
45,1,2011,15,21535.31,"B",118221
1,1,2012,15,34684.21,"A",151315
2,1,2012,15,56093.13,"A",202307
3,1,2012,15,9961.51,"B",37392
4,1,2012,15,50108.12,"A",205863
5,1,2012,15,13402.45,"B",34875
6,1,2012,15,43074.8,"A",202505
7,1,2012,15,12213.38,"B",70713
8,1,2012,15,25470.87,"A",155078
9,1,2012,15,16226.29,"B",125833
10,1,2012,15,89291.51,"B",126512
11,1,2012,15,38315.05,"A",207499
12,1,2012,15,40885.78,"B",112238
13,1,2012,15,92193.11,"A",219622
14,1,2012,15,76475.58,"A",200898
15,1,2012,15,28008.55,"B",123737
16,1,2012,15,13165.2,"B",57197
17,1,2012,15,32166.18,"B",93188
18,1,2012,15,43725.38,"B",120653
19,1,2012,15,52251.99,"A",203819
20,1,2012,15,62157.93,"A",203742
21,1,2012,15,25744.13,"B",140167
22,1,2012,15,42096.13,"B",119557
23,1,2012,15,45219.84,"B",114533
24,1,2012,15,41351.83,"A",203819
25,1,2012,15,26953.36,"B",128107
26,1,2012,15,25890.8,"A",152513
27,1,2012,15,48312.52,"A",204184
28,1,2012,15,47644.84,"A",206302
29,1,2012,15,29816.32,"B",93638
30,1,2012,15,13311.04,"C",42988
31,1,2012,15,31135.92,"A",203750
32,1,2012,15,38600.98,"A",203007
33,1,2012,15,5133.34,"A",39690
34,1,2012,15,29263.31,"A",158114
35,1,2012,15,20991.99,"B",103681
36,1,2012,15,5175.05,"A",39910
37,1,2012,15,12716.5,"C",39910
38,1,2012,15,9927.6,"C",39690
39,1,2012,15,39344.46,"A",184109
40,1,2012,15,29219.16,"A",155083
41,1,2012,15,40523.01,"A",196321
42,1,2012,15,14916.18,"C",39690
43,1,2012,15,9132.49,"C",41062
44,1,2012,15,9825.02,"C",39910
45,1,2012,15,36715.43,"B",118221
1,1,2010,16,17596.96,"A",151315
2,1,2010,16,21308.59,"A",202307
3,1,2010,16,4061.89,"B",37392
4,1,2010,16,27744.54,"A",205863
5,1,2010,16,6815.91,"B",34875
6,1,2010,16,20110.25,"A",202505
7,1,2010,16,6891.66,"B",70713
8,1,2010,16,10141.01,"A",155078
9,1,2010,16,8926.1,"B",125833
10,1,2010,16,29765.85,"B",126512
11,1,2010,16,12637.95,"A",207499
12,1,2010,16,12024.35,"B",112238
13,1,2010,16,26122.8,"A",219622
14,1,2010,16,19884.05,"A",200898
15,1,2010,16,9646.55,"B",123737
16,1,2010,16,9101.12,"B",57197
17,1,2010,16,10860.72,"B",93188
18,1,2010,16,18711.86,"B",120653
19,1,2010,16,14418.91,"A",203819
20,1,2010,16,28442.72,"A",203742
21,1,2010,16,11624.05,"B",140167
22,1,2010,16,12588.49,"B",119557
23,1,2010,16,21808.82,"B",114533
24,1,2010,16,11278.39,"A",203819
25,1,2010,16,13379.95,"B",128107
26,1,2010,16,18345.59,"A",152513
27,1,2010,16,21097.91,"A",204184
28,1,2010,16,14427.29,"A",206302
29,1,2010,16,10053.94,"B",93638
30,1,2010,16,9401.71,"C",42988
31,1,2010,16,14099.84,"A",203750
32,1,2010,16,15476.03,"A",203007
33,1,2010,16,1180.77,"A",39690
34,1,2010,16,15370.39,"A",158114
35,1,2010,16,15274.03,"B",103681
36,1,2010,16,1512.53,"A",39910
37,1,2010,16,8271.23,"C",39910
38,1,2010,16,5394.43,"C",39690
39,1,2010,16,11840.19,"A",184109
40,1,2010,16,14172.19,"A",155083
41,1,2010,16,12053.76,"A",196321
42,1,2010,16,9189.29,"C",39690
43,1,2010,16,6514.27,"C",41062
44,1,2010,16,5527.88,"C",39910
45,1,2010,16,14622.96,"B",118221
1,1,2011,16,28762.37,"A",151315
2,1,2011,16,34644.85,"A",202307
3,1,2011,16,9203.25,"B",37392
4,1,2011,16,44011.29,"A",205863
5,1,2011,16,12239.56,"B",34875
6,1,2011,16,26876.39,"A",202505
7,1,2011,16,8560.97,"B",70713
8,1,2011,16,18562.34,"A",155078
9,1,2011,16,13693.33,"B",125833
10,1,2011,16,51526.31,"B",126512
11,1,2011,16,20189.53,"A",207499
12,1,2011,16,20872.07,"B",112238
13,1,2011,16,67188.78,"A",219622
14,1,2011,16,55056.2,"A",200898
15,1,2011,16,22310.73,"B",123737
16,1,2011,16,12709.45,"B",57197
17,1,2011,16,27213.81,"B",93188
18,1,2011,16,33816.96,"B",120653
19,1,2011,16,33482.04,"A",203819
20,1,2011,16,69607.88,"A",203742
21,1,2011,16,16415.8,"B",140167
22,1,2011,16,41207.37,"B",119557
23,1,2011,16,51884.37,"B",114533
24,1,2011,16,23854.77,"A",203819
25,1,2011,16,31414.13,"B",128107
26,1,2011,16,19524.18,"A",152513
27,1,2011,16,40634.83,"A",204184
28,1,2011,16,25670.5,"A",206302
29,1,2011,16,23340.9,"B",93638
30,1,2011,16,9653.13,"C",42988
31,1,2011,16,19393.07,"A",203750
32,1,2011,16,28001.07,"A",203007
33,1,2011,16,2878.83,"A",39690
34,1,2011,16,21427.2,"A",158114
35,1,2011,16,18273.5,"B",103681
36,1,2011,16,3828.15,"A",39910
37,1,2011,16,12369.54,"C",39910
38,1,2011,16,7141.08,"C",39690
39,1,2011,16,23271.95,"A",184109
40,1,2011,16,23192.04,"A",155083
41,1,2011,16,26445.44,"A",196321
42,1,2011,16,13234.04,"C",39690
43,1,2011,16,8448.06,"C",41062
44,1,2011,16,10814.44,"C",39910
45,1,2011,16,27964.64,"B",118221
1,1,2012,16,16976.19,"A",151315
2,1,2012,16,22568.57,"A",202307
3,1,2012,16,8131.34,"B",37392
4,1,2012,16,26161.45,"A",205863
5,1,2012,16,8719.73,"B",34875
6,1,2012,16,17250.18,"A",202505
7,1,2012,16,7427.26,"B",70713
8,1,2012,16,10421.16,"A",155078
9,1,2012,16,9234.22,"B",125833
10,1,2012,16,26759.76,"B",126512
11,1,2012,16,14956.38,"A",207499
12,1,2012,16,12963.9,"B",112238
13,1,2012,16,30200.67,"A",219622
14,1,2012,16,18877.13,"A",200898
15,1,2012,16,7866.6,"B",123737
16,1,2012,16,7778.74,"B",57197
17,1,2012,16,14554.92,"B",93188
18,1,2012,16,16663.57,"B",120653
19,1,2012,16,14678.04,"A",203819
20,1,2012,16,24247.26,"A",203742
21,1,2012,16,13236.9,"B",140167
22,1,2012,16,12955.26,"B",119557
23,1,2012,16,23002.88,"B",114533
24,1,2012,16,12308.76,"A",203819
25,1,2012,16,11766.43,"B",128107
26,1,2012,16,13295.64,"A",152513
27,1,2012,16,19779.81,"A",204184
28,1,2012,16,14323.25,"A",206302
29,1,2012,16,9818.1,"B",93638
30,1,2012,16,8410.49,"C",42988
31,1,2012,16,13651.35,"A",203750
32,1,2012,16,17276.79,"A",203007
33,1,2012,16,2843.89,"A",39690
34,1,2012,16,17000.04,"A",158114
35,1,2012,16,12154.9,"B",103681
36,1,2012,16,2353.79,"A",39910
37,1,2012,16,8939.73,"C",39910
38,1,2012,16,6544.07,"C",39690
39,1,2012,16,15054.9,"A",184109
40,1,2012,16,11631.53,"A",155083
41,1,2012,16,16766.67,"A",196321
42,1,2012,16,9012.02,"C",39690
43,1,2012,16,5408.07,"C",41062
44,1,2012,16,6026.3,"C",39910
45,1,2012,16,11917.68,"B",118221
1,1,2010,17,16145.35,"A",151315
2,1,2010,17,22163.12,"A",202307
3,1,2010,17,4417.17,"B",37392
4,1,2010,17,23961.8,"A",205863
5,1,2010,17,7178.81,"B",34875
6,1,2010,17,19254.91,"A",202505
7,1,2010,17,5903.69,"B",70713
8,1,2010,17,9827.3,"A",155078
9,1,2010,17,8462.08,"B",125833
10,1,2010,17,27082.12,"B",126512
11,1,2010,17,13019.65,"A",207499
12,1,2010,17,12979.34,"B",112238
13,1,2010,17,27434.49,"A",219622
14,1,2010,17,17282.65,"A",200898
15,1,2010,17,9580.4,"B",123737
16,1,2010,17,8065.59,"B",57197
17,1,2010,17,12333.99,"B",93188
18,1,2010,17,14745.75,"B",120653
19,1,2010,17,12696.9,"A",203819
20,1,2010,17,26674.31,"A",203742
21,1,2010,17,11594.39,"B",140167
22,1,2010,17,11854.85,"B",119557
23,1,2010,17,22586.32,"B",114533
24,1,2010,17,11263.39,"A",203819
25,1,2010,17,13850.49,"B",128107
26,1,2010,17,17291.26,"A",152513
27,1,2010,17,19000.06,"A",204184
28,1,2010,17,14235.69,"A",206302
29,1,2010,17,10104.67,"B",93638
30,1,2010,17,9563.17,"C",42988
31,1,2010,17,14238.04,"A",203750
32,1,2010,17,14745.91,"A",203007
33,1,2010,17,912.81,"A",39690
34,1,2010,17,13474.99,"A",158114
35,1,2010,17,16086.77,"B",103681
36,1,2010,17,1295.67,"A",39910
37,1,2010,17,8993.65,"C",39910
38,1,2010,17,5517.56,"C",39690
39,1,2010,17,12822.98,"A",184109
40,1,2010,17,13109.49,"A",155083
41,1,2010,17,13293.34,"A",196321
42,1,2010,17,10061.46,"C",39690
43,1,2010,17,6830.55,"C",41062
44,1,2010,17,5232.03,"C",39910
45,1,2010,17,11327.93,"B",118221
1,1,2011,17,50510.31,"A",151315
2,1,2011,17,72065.08,"A",202307
3,1,2011,17,15862.38,"B",37392
4,1,2011,17,83445.89,"A",205863
5,1,2011,17,18238.83,"B",34875
6,1,2011,17,54711.64,"A",202505
7,1,2011,17,15486.48,"B",70713
8,1,2011,17,33591.13,"A",155078
9,1,2011,17,24940.66,"B",125833
10,1,2011,17,113431.75,"B",126512
11,1,2011,17,49498.9,"A",207499
12,1,2011,17,37816.36,"B",112238
13,1,2011,17,154137.88,"A",219622
14,1,2011,17,133744.51,"A",200898
15,1,2011,17,45739.44,"B",123737
16,1,2011,17,15159.85,"B",57197
17,1,2011,17,63945.12,"B",93188
18,1,2011,17,74571.2,"B",120653
19,1,2011,17,77069.25,"A",203819
20,1,2011,17,143220.96,"A",203742
21,1,2011,17,30200.84,"B",140167
22,1,2011,17,86365.58,"B",119557
23,1,2011,17,104542.27,"B",114533
24,1,2011,17,64206.84,"A",203819
25,1,2011,17,60900.48,"B",128107
26,1,2011,17,34187,"A",152513
27,1,2011,17,83560.31,"A",204184
28,1,2011,17,43709.32,"A",206302
29,1,2011,17,47892.27,"B",93638
30,1,2011,17,13718.13,"C",42988
31,1,2011,17,33931.56,"A",203750
32,1,2011,17,52196.41,"A",203007
33,1,2011,17,4435.91,"A",39690
34,1,2011,17,39240.73,"A",158114
35,1,2011,17,39134.26,"B",103681
36,1,2011,17,3624.59,"A",39910
37,1,2011,17,15811.85,"C",39910
38,1,2011,17,7723.64,"C",39690
39,1,2011,17,62115.26,"A",184109
40,1,2011,17,40977.22,"A",155083
41,1,2011,17,51366.18,"A",196321
42,1,2011,17,16885.84,"C",39690
43,1,2011,17,10800.8,"C",41062
44,1,2011,17,13051.55,"C",39910
45,1,2011,17,64121.38,"B",118221
1,1,2012,17,16347.6,"A",151315
2,1,2012,17,22414.38,"A",202307
3,1,2012,17,7145.2,"B",37392
4,1,2012,17,26812.03,"A",205863
5,1,2012,17,9415.89,"B",34875
6,1,2012,17,16201.01,"A",202505
7,1,2012,17,6540.72,"B",70713
8,1,2012,17,8981.2,"A",155078
9,1,2012,17,8752.32,"B",125833
10,1,2012,17,25524.15,"B",126512
11,1,2012,17,14431.25,"A",207499
12,1,2012,17,12272.34,"B",112238
13,1,2012,17,30013.78,"A",219622
14,1,2012,17,17954.91,"A",200898
15,1,2012,17,9038.43,"B",123737
16,1,2012,17,6577.89,"B",57197
17,1,2012,17,17227.57,"B",93188
18,1,2012,17,13127.6,"B",120653
19,1,2012,17,14436.08,"A",203819
20,1,2012,17,24562.17,"A",203742
21,1,2012,17,11286.32,"B",140167
22,1,2012,17,12101.15,"B",119557
23,1,2012,17,21895.62,"B",114533
24,1,2012,17,11762.93,"A",203819
25,1,2012,17,13628.88,"B",128107
26,1,2012,17,12799.69,"A",152513
27,1,2012,17,19822.07,"A",204184
28,1,2012,17,13497.09,"A",206302
29,1,2012,17,9833.14,"B",93638
30,1,2012,17,8332.21,"C",42988
31,1,2012,17,12534.69,"A",203750
32,1,2012,17,17814.43,"A",203007
33,1,2012,17,2475.39,"A",39690
34,1,2012,17,15833.49,"A",158114
35,1,2012,17,12062.86,"B",103681
36,1,2012,17,2174.19,"A",39910
37,1,2012,17,9331.54,"C",39910
38,1,2012,17,6774.78,"C",39690
39,1,2012,17,17159.57,"A",184109
40,1,2012,17,12452.04,"A",155083
41,1,2012,17,18064.22,"A",196321
42,1,2012,17,8863.82,"C",39690
43,1,2012,17,5268.09,"C",41062
44,1,2012,17,6664.98,"C",39910
45,1,2012,17,12040.92,"B",118221
1,1,2010,18,16555.11,"A",151315
2,1,2010,18,24066.2,"A",202307
3,1,2010,18,4159.25,"B",37392
4,1,2010,18,25076,"A",205863
5,1,2010,18,7582.13,"B",34875
6,1,2010,18,18597.43,"A",202505
7,1,2010,18,6584.55,"B",70713
8,1,2010,18,10534.42,"A",155078
9,1,2010,18,8723.98,"B",125833
10,1,2010,18,27592.84,"B",126512
11,1,2010,18,12139.25,"A",207499
12,1,2010,18,12385.97,"B",112238
13,1,2010,18,27969.13,"A",219622
14,1,2010,18,16921.32,"A",200898
15,1,2010,18,9568.83,"B",123737
16,1,2010,18,8625.82,"B",57197
17,1,2010,18,13569.07,"B",93188
18,1,2010,18,14881.23,"B",120653
19,1,2010,18,12272.4,"A",203819
20,1,2010,18,29921.48,"A",203742
21,1,2010,18,11334.1,"B",140167
22,1,2010,18,12283.37,"B",119557
23,1,2010,18,21999.42,"B",114533
24,1,2010,18,12390.77,"A",203819
25,1,2010,18,14100.81,"B",128107
26,1,2010,18,16506.01,"A",152513
27,1,2010,18,19525.47,"A",204184
28,1,2010,18,13696.03,"A",206302
29,1,2010,18,10908.72,"B",93638
30,1,2010,18,9503.51,"C",42988
31,1,2010,18,13730.81,"A",203750
32,1,2010,18,16014.94,"A",203007
33,1,2010,18,1384.13,"A",39690
34,1,2010,18,13230.6,"A",158114
35,1,2010,18,16069.84,"B",103681
36,1,2010,18,1501.74,"A",39910
37,1,2010,18,8824.56,"C",39910
38,1,2010,18,5784.12,"C",39690
39,1,2010,18,13029.27,"A",184109
40,1,2010,18,13263.01,"A",155083
41,1,2010,18,13990.12,"A",196321
42,1,2010,18,9214.91,"C",39690
43,1,2010,18,6249.87,"C",41062
44,1,2010,18,6201.2,"C",39910
45,1,2010,18,11692.26,"B",118221
1,1,2011,18,41512.39,"A",151315
2,1,2011,18,57905.55,"A",202307
3,1,2011,18,9410.55,"B",37392
4,1,2011,18,50759.95,"A",205863
5,1,2011,18,12830.22,"B",34875
6,1,2011,18,41404.8,"A",202505
7,1,2011,18,12575.17,"B",70713
8,1,2011,18,22609.44,"A",155078
9,1,2011,18,17649.37,"B",125833
10,1,2011,18,89938.67,"B",126512
11,1,2011,18,39329.17,"A",207499
12,1,2011,18,43414.94,"B",112238
13,1,2011,18,98796.32,"A",219622
14,1,2011,18,58740.65,"A",200898
15,1,2011,18,24599.3,"B",123737
16,1,2011,18,14084.96,"B",57197
17,1,2011,18,36155.83,"B",93188
18,1,2011,18,43876.08,"B",120653
19,1,2011,18,54119.83,"A",203819
20,1,2011,18,66742.11,"A",203742
21,1,2011,18,24533.54,"B",140167
22,1,2011,18,40980.93,"B",119557
23,1,2011,18,44779.08,"B",114533
24,1,2011,18,37903.56,"A",203819
25,1,2011,18,28391.24,"B",128107
26,1,2011,18,25595.93,"A",152513
27,1,2011,18,44656,"A",204184
28,1,2011,18,45391.98,"A",206302
29,1,2011,18,29953.17,"B",93638
30,1,2011,18,15052.75,"C",42988
31,1,2011,18,28042.81,"A",203750
32,1,2011,18,33175.28,"A",203007
33,1,2011,18,5474.02,"A",39690
34,1,2011,18,27553.33,"A",158114
35,1,2011,18,23121.22,"B",103681
36,1,2011,18,3097.63,"A",39910
37,1,2011,18,13450.5,"C",39910
38,1,2011,18,8376.12,"C",39690
39,1,2011,18,37114.74,"A",184109
40,1,2011,18,28808.88,"A",155083
41,1,2011,18,29177.64,"A",196321
42,1,2011,18,15939.08,"C",39690
43,1,2011,18,8852.07,"C",41062
44,1,2011,18,9661.14,"C",39910
45,1,2011,18,38570.3,"B",118221
1,1,2012,18,17147.44,"A",151315
2,1,2012,18,22711.04,"A",202307
3,1,2012,18,6635.58,"B",37392
4,1,2012,18,27487.23,"A",205863
5,1,2012,18,9319.43,"B",34875
6,1,2012,18,18371.55,"A",202505
7,1,2012,18,5589.62,"B",70713
8,1,2012,18,9787.9,"A",155078
9,1,2012,18,10307.2,"B",125833
10,1,2012,18,25874.89,"B",126512
11,1,2012,18,14384.36,"A",207499
12,1,2012,18,13561.02,"B",112238
13,1,2012,18,32032.4,"A",219622
14,1,2012,18,19005.63,"A",200898
15,1,2012,18,9003.53,"B",123737
16,1,2012,18,7278.91,"B",57197
17,1,2012,18,18800.55,"B",93188
18,1,2012,18,14870.67,"B",120653
19,1,2012,18,14797.66,"A",203819
20,1,2012,18,28416.37,"A",203742
21,1,2012,18,10985.78,"B",140167
22,1,2012,18,11762.65,"B",119557
23,1,2012,18,22351.92,"B",114533
24,1,2012,18,13478.28,"A",203819
25,1,2012,18,12284.97,"B",128107
26,1,2012,18,13009.16,"A",152513
27,1,2012,18,21993.88,"A",204184
28,1,2012,18,16019.35,"A",206302
29,1,2012,18,9997.21,"B",93638
30,1,2012,18,8084.37,"C",42988
31,1,2012,18,13377.32,"A",203750
32,1,2012,18,19113.6,"A",203007
33,1,2012,18,2775.38,"A",39690
34,1,2012,18,16152.23,"A",158114
35,1,2012,18,11752.71,"B",103681
36,1,2012,18,2112.17,"A",39910
37,1,2012,18,9821.31,"C",39910
38,1,2012,18,7022.81,"C",39690
39,1,2012,18,16121.79,"A",184109
40,1,2012,18,13059.21,"A",155083
41,1,2012,18,18506.62,"A",196321
42,1,2012,18,9582.88,"C",39690
43,1,2012,18,5095.17,"C",41062
44,1,2012,18,6947.81,"C",39910
45,1,2012,18,12361.24,"B",118221
1,1,2010,19,17413.94,"A",151315
2,1,2010,19,26191.58,"A",202307
3,1,2010,19,4756.69,"B",37392
4,1,2010,19,27453.68,"A",205863
5,1,2010,19,7515.54,"B",34875
6,1,2010,19,20067.43,"A",202505
7,1,2010,19,6725.02,"B",70713
8,1,2010,19,11278.69,"A",155078
9,1,2010,19,10088.57,"B",125833
10,1,2010,19,29819.93,"B",126512
11,1,2010,19,13989.57,"A",207499
12,1,2010,19,14070.85,"B",112238
13,1,2010,19,33966.45,"A",219622
14,1,2010,19,19913.34,"A",200898
15,1,2010,19,9277.55,"B",123737
16,1,2010,19,9259.09,"B",57197
17,1,2010,19,17032.21,"B",93188
18,1,2010,19,16384.01,"B",120653
19,1,2010,19,14045.55,"A",203819
20,1,2010,19,31954.76,"A",203742
21,1,2010,19,12330.99,"B",140167
22,1,2010,19,13299.55,"B",119557
23,1,2010,19,24490.83,"B",114533
24,1,2010,19,13923.2,"A",203819
25,1,2010,19,14960.88,"B",128107
26,1,2010,19,19519.12,"A",152513
27,1,2010,19,21603.66,"A",204184
28,1,2010,19,17633.79,"A",206302
29,1,2010,19,11203.87,"B",93638
30,1,2010,19,10468.47,"C",42988
31,1,2010,19,16812.53,"A",203750
32,1,2010,19,17601.05,"A",203007
33,1,2010,19,1352.56,"A",39690
34,1,2010,19,15771.16,"A",158114
35,1,2010,19,16445.17,"B",103681
36,1,2010,19,1671.22,"A",39910
37,1,2010,19,8914.02,"C",39910
38,1,2010,19,5958.74,"C",39690
39,1,2010,19,15658.8,"A",184109
40,1,2010,19,16615.56,"A",155083
41,1,2010,19,17479.01,"A",196321
42,1,2010,19,10554,"C",39690
43,1,2010,19,6546.98,"C",41062
44,1,2010,19,6320.07,"C",39910
45,1,2010,19,11023.12,"B",118221
1,1,2011,19,20138.19,"A",151315
2,1,2011,19,24658.53,"A",202307
3,1,2011,19,5941.28,"B",37392
